transition_id,from_global_id,to_global_id,from_team_id,to_team_id,release_frame_proc,receive_frame_proc,receive_confirmed_frame_proc,transfer_gap_frames,source_evidence_frames,receiver_evidence_frames,start_x_m,start_y_m,end_x_m,end_y_m,dx_m,dy_m,displacement_m,classification,release_time_seconds,receive_time_seconds
134,13,1,team_0,team_1,21227,21228,21230,0,9,14,35.602888877928805,9.753578904091942,35.543409865820834,9.791960229061766,-0.05947901210797113,0.038381324969824604,0.071,opponent_possession_change,707.567,707.6
135,1,13,team_1,team_0,21241,21247,21249,5,14,21,35.464429746626536,10.539423655026178,36.05646717067571,10.493824895048952,0.5920374240491739,-0.04559875997722607,0.594,opponent_possession_change,708.033,708.233
136,19,25,team_1,team_0,22032,22033,22035,0,4,11,30.362569305876857,5.370421694458132,30.319942440479238,5.321918691458565,-0.04262686539761873,-0.048503002999567,0.065,opponent_possession_change,734.4,734.433
137,25,19,team_0,team_1,22052,22053,22055,0,4,3,30.39142791737826,4.70260797969733,30.402098307402696,4.718780636795275,0.010670390024436927,0.01617265709794502,0.019,opponent_possession_change,735.067,735.1
138,23,25,team_1,team_0,22593,22602,22604,8,3,11,33.82722369413296,8.817952736463836,34.412396091907944,8.955493420458806,0.5851723977749828,0.13754068399497044,0.601,opponent_possession_change,753.1,753.4
139,25,13,team_0,team_0,22612,22615,22617,2,11,4,35.019957641605274,9.06731954557571,35.21627773246602,9.08954722066714,0.19632009086074476,0.022227675091428978,0.198,same_team_short_or_stationary_transition,753.733,753.833
140,3,26,team_1,team_1,22989,22990,22992,0,4,5,32.98244687855129,9.960199651874994,32.91361926263958,10.056533461378818,-0.06882761591171516,0.09633380950382353,0.118,same_team_short_or_stationary_transition,766.3,766.333
141,26,3,team_1,team_1,22994,22998,23000,3,5,3,33.027152476709354,9.897750626316197,33.03472880151183,9.995984053188248,0.007576324802478496,0.09823342687205106,0.099,same_team_short_or_stationary_transition,766.467,766.6
142,5,3,team_0,team_1,24130,24131,24133,0,16,5,27.249307402592702,18.909514927037907,27.09915380250886,19.06038714719113,-0.15015360008384349,0.15087222015322155,0.213,opponent_possession_change,804.333,804.367
143,3,22,team_1,team_0,24135,24136,24138,0,5,7,26.68461028847903,19.473093612196507,26.549317225497102,19.60816973036899,-0.13529306298192623,0.13507611817248133,0.191,opponent_possession_change,804.5,804.533
144,22,38,team_0,team_1,24169,24170,24172,0,18,5,25.091193571242496,19.176332366759546,25.05077345936745,19.167431346735917,-0.04042011187504713,-0.008901020023628803,0.041,opponent_possession_change,805.633,805.667
145,38,3,team_1,team_1,24174,24182,24184,7,5,6,24.98197226057708,19.03193754924585,26.974706225083672,17.496128437783266,1.9927339645065913,-1.5358091114625836,2.516,same_team_directed_transition,805.8,806.067
146,3,19,team_1,team_1,24187,24224,24226,36,6,6,27.016303169214115,17.18696861736702,26.54836242551159,14.547207773623336,-0.46794074370252403,-2.6397608437436855,2.681,same_team_directed_transition,806.233,807.467
147,19,8,team_1,team_1,24229,24245,24247,15,6,20,26.54601665479607,14.22742210014147,26.624646169665237,13.73267188240107,0.07862951486916714,-0.49475021774039973,0.501,same_team_directed_transition,807.633,808.167
148,11,19,team_1,team_1,25105,25141,25143,35,16,4,28.342056568767028,5.6157641515543775,25.596648677127988,4.612165847806735,-2.74540789163904,-1.0035983037476424,2.923,same_team_directed_transition,836.833,838.033
149,19,11,team_1,team_1,25163,25209,25211,45,4,8,24.518164130816764,4.324540357063827,25.898902096891156,1.522740332371702,1.380737966074392,-2.8018000246921253,3.124,same_team_directed_transition,838.767,840.3
150,23,10,team_1,team_0,26247,26292,26294,44,3,3,10.026919890856655,4.4053842602939834,12.085128724676057,5.295376922643919,2.0582088338194016,0.8899926623499352,2.242,opponent_possession_change,874.9,876.4
151,11,38,team_1,team_1,28001,28002,28004,0,4,3,28.678830999552005,4.689461178997998,28.682047511524058,5.067802652335631,0.003216511972052416,0.3783414733376329,0.378,same_team_short_or_stationary_transition,933.367,933.4
152,38,1,team_1,team_1,28004,28020,28022,15,3,7,28.68893618306945,5.434083746474614,28.71855769593133,8.811420153285999,0.02962151286187975,3.377336406811385,3.377,same_team_directed_transition,933.467,934.0
153,10,16,team_0,team_1,28171,28174,28176,2,14,5,23.448734478724464,8.499839266094115,23.094963402074328,8.516787802612278,-0.35377107665013696,0.016948536518162527,0.354,opponent_possession_change,939.033,939.133
154,14,6,team_0,team_1,28338,28339,28341,0,6,3,14.332904326312116,9.814557871090818,14.37755222116455,9.763038824075544,0.04464789485243337,-0.05151904701527421,0.068,opponent_possession_change,944.6,944.633
155,6,14,team_1,team_0,28341,28342,28344,0,3,3,14.609613809107023,9.677331426767578,14.77212396722596,9.680884343890241,0.16251015811893765,0.003552917122663146,0.163,opponent_possession_change,944.7,944.733
156,14,6,team_0,team_1,28344,28345,28347,0,3,6,14.994513995983315,9.744691342581751,15.139156157040084,9.757236569796772,0.14464216105676897,0.01254522721502127,0.145,opponent_possession_change,944.8,944.833
157,6,14,team_1,team_0,28350,28351,28353,0,6,13,15.725833747083339,9.807784765472777,15.847554603810867,9.831969748562816,0.12172085672752786,0.02418498309003958,0.124,opponent_possession_change,945.0,945.033
158,2,4,team_0,team_0,28902,28929,28931,26,5,28,36.9203767729205,15.434588238168043,39.75775968472583,13.651576198735208,2.837382911805335,-1.783012039432835,3.351,same_team_directed_transition,963.4,964.3
159,20,2,team_0,team_0,29594,29615,29617,20,122,31,22.777575831314127,10.81373938427803,25.498250641467674,8.607939454508216,2.7206748101535467,-2.205799929769814,3.503,same_team_directed_transition,986.467,987.167
160,2,5,team_0,team_0,29659,29669,29671,9,7,16,27.023962070284725,7.543435728839698,26.20444805455949,6.184847564602745,-0.8195140157252361,-1.3585881642369522,1.587,same_team_directed_transition,988.633,988.967
161,5,12,team_0,team_0,29759,29780,29782,20,4,3,26.707149545177124,6.35116263007316,26.48631076040912,5.619400990410966,-0.22083878476800578,-0.731761639662194,0.764,same_team_directed_transition,991.967,992.667
162,16,8,team_1,team_1,29964,29965,29967,0,14,18,23.14421311032353,3.4630913843274733,23.134365750444584,3.4470444451058837,-0.009847359878946804,-0.016046939221589618,0.019,same_team_short_or_stationary_transition,998.8,998.833
163,8,16,team_1,team_1,29982,29992,29994,9,18,29,22.982063875619637,4.649305755175389,24.147611530611687,5.647241040908282,1.16554765499205,0.9979352857328934,1.534,same_team_directed_transition,999.4,999.733
164,25,29,team_0,team_0,31229,31244,31246,14,4,4,13.12201703587557,-0.42157712936334246,12.826397388416524,-0.1580385784912245,-0.2956196474590467,0.26353855087211797,0.396,same_team_short_or_stationary_transition,1040.967,1041.467
165,16,2,team_1,team_0,31867,31883,31885,15,24,4,10.121871952512253,5.6079557504949396,11.223006441811398,7.281721710764227,1.1011344892991453,1.6737659602692876,2.003,opponent_possession_change,1062.233,1062.767
166,2,16,team_0,team_1,31886,31887,31889,0,4,23,11.271207707105306,7.426148103483138,11.401797212023329,7.65991424359622,0.13058950491802257,0.23376614011308217,0.268,opponent_possession_change,1062.867,1062.9
167,16,20,team_1,team_0,32017,32018,32020,0,21,14,28.76246869077803,14.679161286226881,28.851291491166887,14.747228146251555,0.08882280038885781,0.06806686002467366,0.112,opponent_possession_change,1067.233,1067.267
168,23,5,team_1,team_0,32215,32227,32229,11,8,5,30.689015998205825,7.593455794433891,31.343311966368244,6.987526399471388,0.654295968162419,-0.6059293949625024,0.892,opponent_possession_change,1073.833,1074.233
169,5,2,team_0,team_0,32231,32232,32234,0,5,3,31.498106139384895,6.885559937194782,31.55843934592263,6.839589677425974,0.06033320653773444,-0.045970259768807864,0.076,same_team_short_or_stationary_transition,1074.367,1074.4
170,30,2,team_1,team_0,32663,32693,32695,29,5,50,0.4494353290596167,9.357633546891142,3.788794274238861,7.383111096108058,3.3393589451792445,-1.974522450783084,3.879,opponent_possession_change,1088.767,1089.767
171,19,0,team_1,team_1,33182,33216,33218,33,17,47,22.08727765184923,10.99450960438502,16.97189033378475,14.047852751089028,-5.1153873180644815,3.053343146704009,5.957,same_team_directed_transition,1106.067,1107.2
172,0,6,team_1,team_1,33262,33288,33290,25,47,16,20.639320582718856,14.640082614096405,23.59973671669878,10.023524184493018,2.9604161339799226,-4.616558429603387,5.484,same_team_directed_transition,1108.733,1109.6
173,6,17,team_1,team_0,33303,33329,33331,25,16,7,24.940036508565207,9.015449769030731,27.57220216711635,12.232861211399836,2.632165658551145,3.217411442369105,4.157,opponent_possession_change,1110.1,1110.967
174,17,12,team_0,team_0,33335,33338,33340,2,7,20,28.106105757087345,12.708410302261692,28.39810409927991,12.966759203291502,0.2919983421925636,0.25834890102981056,0.39,same_team_short_or_stationary_transition,1111.167,1111.267
175,23,15,team_1,team_1,33620,33653,33655,32,4,5,29.03236609874916,1.5442907464526332,26.106693963212134,2.0679844422352205,-2.9256721355370274,0.5236936957825873,2.972,same_team_directed_transition,1120.667,1121.767
176,6,25,team_1,team_0,34139,34145,34147,5,3,3,28.899578028935856,7.0449141675517835,29.437090556805302,6.777600252239344,0.5375125278694455,-0.26731391531243975,0.6,opponent_possession_change,1137.967,1138.167
177,15,25,team_1,team_0,34300,34304,34306,3,45,4,33.862141886716024,1.8377330462851145,33.87820964563522,1.6134570342824048,0.016067758919199093,-0.22427601200270963,0.225,opponent_possession_change,1143.333,1143.467
178,25,15,team_0,team_1,34307,34308,34310,0,4,5,33.86800025989002,1.4892255939426895,33.86052862956305,1.444625147672772,-0.007471630326968182,-0.04460044626991744,0.045,opponent_possession_change,1143.567,1143.6
179,19,23,team_1,team_1,35973,35990,35992,16,134,10,27.616737933154248,12.27437009141314,30.01650563280781,7.961491793312069,2.3997676996535624,-4.3128782981010705,4.936,same_team_directed_transition,1199.1,1199.667
180,23,6,team_1,team_1,35999,36031,36033,31,10,7,30.72555830331836,6.590251093665393,31.981353995206913,6.8077959420663525,1.2557956918885544,0.21754484840095945,1.274,same_team_directed_transition,1199.967,1201.033
181,15,25,team_1,team_0,36327,36337,36339,9,17,6,34.39056323902953,1.8082469091999915,33.69478231682748,4.65068525375866,-0.6957809222020543,2.8424383445586683,2.926,opponent_possession_change,1210.9,1211.233
182,0,29,team_1,team_0,36427,36428,36430,0,7,6,34.165286082810425,11.61766796047803,34.193161006707854,11.588711911844195,0.027874923897428516,-0.028956048633835607,0.04,opponent_possession_change,1214.233,1214.267
183,29,15,team_0,team_1,36433,36460,36462,26,6,3,34.40375748317619,11.189724181608966,34.660371795671665,5.3716078254959045,0.25661431249547206,-5.8181163561130615,5.824,opponent_possession_change,1214.433,1215.333
184,17,10,team_0,team_0,36640,36665,36667,24,4,152,41.011089835887404,12.066502680475,38.8917406879289,11.81606139135262,-2.119349147958502,-0.2504412891223815,2.134,same_team_directed_transition,1221.333,1222.167
185,12,20,team_0,team_0,37108,37146,37148,37,4,8,29.614945667485557,10.136235525270806,26.41557939366914,7.066194977387236,-3.199366273816416,-3.0700405478835693,4.434,same_team_directed_transition,1236.933,1238.2
186,11,0,team_1,team_1,37333,37360,37362,26,23,4,12.191924488361142,9.738331371571524,16.34902959015118,17.893109503897843,4.157105101790037,8.154778132326319,9.153,same_team_directed_transition,1244.433,1245.333
187,5,14,team_0,team_0,38417,38440,38442,22,41,21,27.755472858932045,11.131179724293384,24.74251286500795,11.124271300986678,-3.0129599939240954,-0.006908423306706268,3.013,same_team_directed_transition,1280.567,1281.333
188,14,19,team_0,team_1,38460,38461,38463,0,21,5,24.5283470581844,11.21227600651628,24.49325331224331,11.179563994511613,-0.03509374594109005,-0.03271201200466756,0.048,opponent_possession_change,1282.0,1282.033
189,19,14,team_1,team_0,38478,38479,38481,0,9,45,24.37561878425259,11.004990211937807,24.3471167108117,11.035652607037383,-0.028502073440890285,0.03066239509957569,0.042,opponent_possession_change,1282.6,1282.633
190,14,11,team_0,team_1,38999,39041,39043,41,23,10,20.142465437230708,17.366447485973822,9.961168723021053,14.216365376353066,-10.181296714209655,-3.1500821096207563,10.657,opponent_possession_change,1299.967,1301.367
191,11,1,team_1,team_1,39103,39143,39145,39,20,10,11.153520287201971,12.953267918658186,16.274231146729054,6.9499297155518205,5.120710859527083,-6.003338203106366,7.891,same_team_directed_transition,1303.433,1304.767
192,1,6,team_1,team_1,39180,39181,39183,0,6,9,18.73044719611366,6.632046723405379,18.8576051508107,6.579300470937798,0.12715795469704005,-0.05274625246758102,0.138,same_team_short_or_stationary_transition,1306.0,1306.033
193,10,25,team_0,team_0,39255,39259,39261,3,4,5,20.931841473330742,5.400713065870307,20.896671808119656,5.439146020143915,-0.035169665211086,0.03843295427360793,0.052,same_team_short_or_stationary_transition,1308.5,1308.633
194,25,10,team_0,team_0,39273,39291,39293,17,3,5,20.789844811881345,5.503757825097723,19.781717097444872,5.646523326346292,-1.0081277144364726,0.14276550124856957,1.018,same_team_directed_transition,1309.1,1309.7
195,10,2,team_0,team_0,39295,39296,39298,0,5,3,19.56427211888099,5.725734287134164,19.49546670878813,5.725992551198017,-0.06880541009286034,0.0002582640638530975,0.069,same_team_short_or_stationary_transition,1309.833,1309.867
196,2,12,team_0,team_0,39302,39303,39305,0,3,29,19.152971454584463,5.829240308056452,19.12655056527527,5.828847386480417,-0.026420889309193285,-0.00039292157603476596,0.026,same_team_short_or_stationary_transition,1310.067,1310.1
197,11,15,team_1,team_1,39746,39752,39754,5,41,4,10.585821672096785,8.647582268071975,10.874034962417307,8.694286046527752,0.2882132903205221,0.04670377845577711,0.292,same_team_short_or_stationary_transition,1324.867,1325.067
198,15,23,team_1,team_1,39762,39763,39765,0,6,45,11.504997296202434,8.891477405622695,11.527956652916178,8.892685172488536,0.022959356713743162,0.001207766865841009,0.023,same_team_short_or_stationary_transition,1325.4,1325.433
199,23,0,team_1,team_1,39807,39834,39836,26,45,6,14.426320175034505,12.163013541887281,16.570642045647027,17.9730745509186,2.144321870612522,5.810061009031319,6.193,same_team_directed_transition,1326.9,1327.8
200,20,2,team_0,team_0,41984,42019,42021,34,3,7,32.891428608449736,12.854947526529262,32.752396287640366,7.639369055403116,-0.13903232080937045,-5.215578471126146,5.217,same_team_directed_transition,1399.467,1400.633
201,2,0,team_0,team_1,42099,42119,42121,19,8,26,32.52858035356777,9.476739013359728,27.42235926203367,12.44550545928673,-5.106221091534099,2.9687664459270025,5.907,opponent_possession_change,1403.3,1403.967
202,0,19,team_1,team_1,42144,42159,42161,14,26,19,28.083812599095634,13.218240516516897,29.179474320520484,15.527363565793888,1.0956617214248503,2.309123049276991,2.556,same_team_directed_transition,1404.8,1405.3
203,19,12,team_1,team_0,42177,42197,42199,19,19,9,30.146474673213753,16.716761682606187,34.8679216282859,14.151819085298957,4.721446955072146,-2.5649425973072297,5.373,opponent_possession_change,1405.9,1406.567
204,32,11,team_1,team_1,42688,42689,42691,0,4,21,21.348067914908853,3.7682000631842354,21.372870763254397,3.8407620665758913,0.02480284834554425,0.07256200339165586,0.077,same_team_short_or_stationary_transition,1422.933,1422.967
205,11,0,team_1,team_1,42721,42766,42768,44,8,10,21.457152890947377,8.080231520849972,20.858112768424654,17.040126793810913,-0.5990401225227231,8.95989527296094,8.98,same_team_directed_transition,1424.033,1425.533
206,15,10,team_1,team_0,43532,43533,43535,0,19,3,36.67332566334864,10.874737312558096,36.72994514029087,10.794295237246267,0.05661947694223102,-0.08044207531182934,0.098,opponent_possession_change,1451.067,1451.1
207,25,19,team_0,team_1,44415,44440,44442,24,6,4,28.14306370327622,7.1156190931078385,28.16888276094786,5.1652049983746,0.025819057671640167,-1.9504140947332385,1.951,opponent_possession_change,1480.5,1481.333
208,2,24,team_0,team_1,44857,44858,44860,0,13,88,40.08727949622778,3.0359021081705486,40.062088885026434,3.003157151223697,-0.025190611201345803,-0.032744956946851644,0.041,opponent_possession_change,1495.233,1495.267
209,24,15,team_1,team_1,44945,44974,44976,28,88,4,40.15683161895923,2.4687210305285068,37.77208377999648,3.184846820661805,-2.3847478389627526,0.7161257901332982,2.49,same_team_directed_transition,1498.167,1499.133
210,23,16,team_1,team_1,45692,45693,45695,0,18,6,35.20630551162096,7.043632389942369,35.13242996695848,7.074248188810639,-0.07387554466247792,0.03061579886827026,0.08,same_team_short_or_stationary_transition,1523.067,1523.1
211,16,23,team_1,team_1,45698,45725,45727,26,6,35,34.65106977426064,7.450702270288703,32.2786325558214,6.2960406962612625,-2.372437218439238,-1.1546615740274406,2.639,same_team_directed_transition,1523.267,1524.167
212,23,19,team_1,team_1,45872,45890,45892,17,5,8,17.229839179761715,3.8342345025032722,18.880113424830377,5.792935870429543,1.6502742450686618,1.9587013679262704,2.561,same_team_directed_transition,1529.067,1529.667
213,19,12,team_1,team_0,46072,46118,46120,45,3,3,31.956645733287818,5.889340799480707,35.436892666401775,7.454521428022249,3.480246933113957,1.5651806285415422,3.816,opponent_possession_change,1535.733,1537.267
214,12,19,team_0,team_1,46120,46158,46160,37,3,9,35.52880261129818,7.3257923982154125,36.82021248773487,5.796209514694553,1.2914098764366884,-1.5295828835208596,2.002,opponent_possession_change,1537.333,1538.6
215,32,3,team_1,team_1,46686,46714,46716,27,14,4,17.624585467358482,-0.3411743667842898,16.108245660387126,0.35193805451027166,-1.5163398069713558,0.6931124212945614,1.667,same_team_directed_transition,1556.2,1557.133
216,3,0,team_1,team_1,46802,46844,46846,41,12,57,20.212620810774258,6.074492488270276,22.54534953426955,15.842577380177316,2.3327287234952934,9.76808489190704,10.043,same_team_directed_transition,1560.067,1561.467
217,0,32,team_1,team_1,46900,46928,46930,27,57,15,27.380725100879754,16.51429162716183,30.11814807406635,7.5558746137826915,2.7374229731865967,-8.958417013379137,9.367,same_team_directed_transition,1563.333,1564.267
218,32,20,team_1,team_0,47031,47040,47042,8,13,8,31.604708608903273,6.379477260829335,31.593378724662458,7.53176856321418,-0.011329884240815602,1.1522913023848451,1.152,opponent_possession_change,1567.7,1568.0
219,20,14,team_0,team_0,47047,47052,47054,4,8,18,31.38928051171866,9.019895818191987,31.241561264179563,10.020455177719946,-0.14771924753909715,1.0005593595279585,1.011,same_team_directed_transition,1568.233,1568.4
220,14,0,team_0,team_1,47069,47083,47085,13,18,18,30.991176732270826,12.671306556170418,30.70321723932773,14.60385659410855,-0.2879594929430951,1.9325500379381317,1.954,opponent_possession_change,1568.967,1569.433
221,0,2,team_1,team_0,47100,47125,47127,24,18,3,31.533194955857315,15.031423637360316,33.86806782304064,17.936085055888384,2.334872867183325,2.904661418528068,3.727,opponent_possession_change,1570.0,1570.833
222,12,1,team_0,team_1,48399,48443,48445,43,38,5,24.969403998525387,16.694155911872077,19.717465405875775,11.905650334833966,-5.251938592649612,-4.78850557703811,7.107,opponent_possession_change,1613.3,1614.767
223,1,32,team_1,team_1,48464,48495,48497,30,13,28,20.486825131915275,10.598610636651353,23.892490350890462,7.328471546712517,3.4056652189751873,-3.2701390899388354,4.721,same_team_directed_transition,1615.467,1616.5
224,32,1,team_1,team_1,48816,48858,48860,41,17,5,32.963064068381925,1.3086447695618568,27.839796068254316,3.8948717309317944,-5.123268000127609,2.5862269613699373,5.739,same_team_directed_transition,1627.2,1628.6
225,4,18,team_0,team_0,49071,49080,49082,8,4,57,42.13823464739746,14.656820609450262,41.65890460159204,15.398505406776916,-0.47933004580541905,0.7416847973266538,0.883,same_team_directed_transition,1635.7,1636.0
226,14,22,team_0,team_0,49603,49616,49618,12,19,3,22.504063358514077,11.280800046613518,22.510371056572648,11.31060985886561,0.0063076980585705655,0.02980981225209156,0.03,same_team_short_or_stationary_transition,1653.433,1653.867
227,22,13,team_0,team_0,49661,49669,49671,7,18,3,22.50882398955938,11.25198618232855,22.506619757022836,11.267727300338898,-0.0022042325365454474,0.015741118010348387,0.016,same_team_short_or_stationary_transition,1655.367,1655.633
228,1,32,team_1,team_1,49858,49903,49905,44,4,4,24.078687909506673,5.543161671662068,28.102014095606915,2.818510496724508,4.023326186100242,-2.7246511749375597,4.859,same_team_directed_transition,1661.933,1663.433
229,32,25,team_1,team_0,49999,50006,50008,6,6,6,32.10509293063592,6.002061708570348,31.529874023354694,8.295858212677713,-0.5752189072812257,2.293796504107365,2.365,opponent_possession_change,1666.633,1666.867
230,25,0,team_0,team_1,50011,50042,50044,30,6,6,31.814516287048157,8.582257076776214,31.49391124968581,13.72340941349294,-0.32060503736234836,5.141152336716726,5.151,opponent_possession_change,1667.033,1668.067
231,0,18,team_1,team_0,50089,50090,50092,0,8,3,34.04075943768046,18.54814392495432,34.057909985584665,18.61428369604005,0.017150547904208224,0.0661397710857301,0.068,opponent_possession_change,1669.633,1669.667
232,18,0,team_0,team_1,50092,50098,50100,5,3,5,34.082509986373786,18.880842700303326,34.43772290068014,19.66050047349498,0.3552129143063567,0.779657773191655,0.857,opponent_possession_change,1669.733,1669.933
233,0,2,team_1,team_0,50102,50103,50105,0,5,4,34.61761858829653,20.00906405716059,34.723868949406906,20.050173483283892,0.10625036111037645,0.041109426123302484,0.114,opponent_possession_change,1670.067,1670.1
234,4,2,team_0,team_0,50977,50995,50997,17,11,6,38.65450689337096,9.78371306329006,38.61610230884648,12.550250244812327,-0.03840458452447848,2.766537181522267,2.767,same_team_directed_transition,1699.233,1699.833
235,15,11,team_1,team_1,51157,51161,51163,3,6,4,33.496413676936776,9.696059420191844,31.73600497802227,12.145624369184896,-1.7604086989145067,2.4495649489930518,3.017,same_team_directed_transition,1705.233,1705.367
236,11,12,team_1,team_0,51202,51224,51226,21,14,6,32.220807183195056,12.458333804573524,33.93769841331906,10.320768395488093,1.7168912301240056,-2.137565409085431,2.742,opponent_possession_change,1706.733,1707.467
237,12,11,team_0,team_1,51258,51281,51283,22,3,10,33.77958488654282,9.6929785833571,32.808694181344464,10.091333652590068,-0.9708907051983573,0.39835506923296826,1.049,opponent_possession_change,1708.6,1709.367
238,11,10,team_1,team_0,51290,51291,51293,0,10,13,32.478135793727795,10.091802382033348,32.43190464587994,10.120056296177923,-0.046231147847855425,0.028253914144574566,0.054,opponent_possession_change,1709.667,1709.7
239,10,5,team_0,team_0,51383,51384,51386,0,27,9,25.140896167161472,10.656147265530985,25.129981783352246,10.663013034453927,-0.010914383809225825,0.00686576892294255,0.013,same_team_short_or_stationary_transition,1712.767,1712.8
240,5,0,team_0,team_1,51392,51437,51439,44,9,16,24.535646961648833,10.912086435810496,16.946305284315972,14.42904529799961,-7.589341677332861,3.5169588621891137,8.365,opponent_possession_change,1713.067,1714.567
241,0,5,team_1,team_0,51485,51486,51488,0,11,11,17.683151352184872,15.591572873220036,17.718155057603973,15.647602285109379,0.035003705419100584,0.05602941188934274,0.066,opponent_possession_change,1716.167,1716.2
242,5,0,team_0,team_1,51496,51500,51502,3,11,18,18.230612099313717,15.943248343698642,18.479409707573392,16.02224795862481,0.24879760825967523,0.07899961492616825,0.261,opponent_possession_change,1716.533,1716.667
243,0,10,team_1,team_0,51590,51591,51593,0,71,3,26.674808895361288,19.29198512841367,26.769502560133596,19.355749183267463,0.09469366477230778,0.06376405485379166,0.114,opponent_possession_change,1719.667,1719.7
244,10,0,team_0,team_1,51593,51594,51596,0,3,14,26.9520884146471,19.455927559443555,26.99579636284634,19.507910952184123,0.04370794819924129,0.05198339274056707,0.068,opponent_possession_change,1719.767,1719.8
245,0,10,team_1,team_0,51607,51608,51610,0,14,3,27.588477773366765,20.5998813353674,27.618233912366538,20.708381007243656,0.029756138999772475,0.10849967187625609,0.113,opponent_possession_change,1720.233,1720.267
246,5,10,team_0,team_0,51705,51706,51708,0,4,9,30.0064726513796,22.1612663953094,30.49314805578762,22.6042598072041,0.4866754044080217,0.442993411894701,0.658,same_team_directed_transition,1723.5,1723.533
247,23,6,team_1,team_1,54090,54119,54121,28,33,10,21.973364824279738,12.03132157618454,23.2695003764346,9.375100212960126,1.2961355521548619,-2.6562213632244145,2.956,same_team_directed_transition,1803.0,1803.967
248,6,16,team_1,team_1,54188,54226,54228,37,27,12,29.418934338417372,8.515845112551949,31.64259123612051,4.094998679651122,2.223656897703137,-4.420846432900826,4.949,same_team_directed_transition,1806.267,1807.533
249,16,20,team_1,team_0,54268,54269,54271,0,3,14,32.27540043931648,4.931677239134987,32.082614931195,5.502500484650607,-0.19278550812147444,0.5708232455156201,0.602,opponent_possession_change,1808.933,1808.967
250,20,1,team_0,team_1,54282,54325,54327,42,14,3,31.486839793890784,7.893997643959295,30.627627018220686,12.720100872780623,-0.8592127756700982,4.826103228821328,4.902,opponent_possession_change,1809.4,1810.833
251,1,18,team_1,team_0,54370,54371,54373,0,30,9,29.512378247118804,15.79153271670071,29.50452190827727,15.907603547484502,-0.007856338841534694,0.11607083078379254,0.116,opponent_possession_change,1812.333,1812.367
252,18,10,team_0,team_0,54379,54380,54382,0,9,3,29.458375028764223,16.239094537319783,29.39657354203591,16.23578369168426,-0.06180148672831365,-0.003310845635521531,0.062,same_team_short_or_stationary_transition,1812.633,1812.667
253,10,0,team_0,team_1,54382,54383,54385,0,3,32,29.352834720724566,16.266925695178664,29.337970787271935,16.266772141381573,-0.014863933452630818,-0.00015355379709092176,0.015,opponent_possession_change,1812.733,1812.767
254,0,12,team_1,team_0,54473,54484,54486,10,14,5,28.50521002207278,14.270401027817815,29.518303958887508,14.422935743446867,1.0130939368147267,0.1525347156290522,1.025,opponent_possession_change,1815.767,1816.133
255,12,2,team_0,team_0,54488,54490,54492,1,5,17,29.759166025094572,14.473824402014563,29.96395483365982,14.487850926049418,0.2047888085652474,0.014026524034855825,0.205,same_team_short_or_stationary_transition,1816.267,1816.333
256,32,12,team_1,team_0,54834,54857,54859,22,41,3,18.960175015471787,0.08169880775921805,18.9632201220086,0.125313093512636,0.0030451065368133357,0.043614285753417956,0.044,opponent_possession_change,1827.8,1828.567
257,12,10,team_0,team_0,55054,55086,55088,31,3,3,18.800008348909074,-0.12551823716645463,13.737513897447476,1.5764771689547692,-5.062494451461598,1.701995406121224,5.341,same_team_directed_transition,1835.133,1836.2
258,8,2,team_1,team_0,55383,55396,55398,12,38,5,0.5665021442435877,13.814498887740037,0.4515578917759236,14.65052668369319,-0.1149442524676641,0.8360277959531537,0.844,opponent_possession_change,1846.1,1846.533
259,2,38,team_0,team_1,55400,55402,55404,1,5,16,0.5247791902653793,14.789785224469878,0.6408632579442928,14.844293714835906,0.11608406767891344,0.054508490366028894,0.128,opponent_possession_change,1846.667,1846.733
260,38,2,team_1,team_0,55417,55418,55420,0,16,22,0.8859996909854186,14.92777636296192,0.9466938341543857,14.967397450935913,0.06069414316896704,0.039621087973992886,0.072,opponent_possession_change,1847.233,1847.267
261,2,1,team_0,team_1,57494,57496,57498,1,4,3,12.4856497282103,6.486389487377184,12.634591732597508,6.628856588436598,0.14894200438720873,0.14246710105941407,0.206,opponent_possession_change,1916.467,1916.533
262,1,2,team_1,team_0,57498,57499,57501,0,3,3,12.70632224218965,6.702643204636273,12.741943829065507,6.73931713561694,0.03562158687585715,0.03667393098066629,0.051,opponent_possession_change,1916.6,1916.633
263,2,1,team_0,team_1,57501,57502,57504,0,3,5,12.85007188032359,6.819036781930919,12.918540968343546,6.8825380193172006,0.0684690880199561,0.06350123738628177,0.093,opponent_possession_change,1916.7,1916.733
264,1,2,team_1,team_0,57506,57507,57509,0,5,4,13.11892733586641,7.063376650668088,13.181791336722439,7.115955559919076,0.06286400085602928,0.05257890925098785,0.082,opponent_possession_change,1916.867,1916.9
265,2,1,team_0,team_1,57510,57511,57513,0,4,11,13.277253389809328,7.19533808278824,13.33312789328682,7.2408506238579315,0.0558745034774919,0.045512541069691714,0.072,opponent_possession_change,1917.0,1917.033
266,1,3,team_1,team_1,57566,57569,57571,2,22,7,14.601498963042664,8.590501880756932,14.710529362715802,8.496451768445183,0.10903039967313788,-0.09405011231174853,0.144,same_team_short_or_stationary_transition,1918.867,1918.967
